SiteCode,"Transect (N, E, S, or W)",Treatment (control OR removal),Distance from center (m),Planting date,Emergence census date,Emerged (Y or No),BRTE neighbors ,Emergence census 2 date,Emerged (Y or No),Final census date,Seeds (Y or No),Seeds produced,Total plant dry mass (g),Notes (Herbivore damage? Disease?),
MPG_IR,W,control,10.0,9/1/2020,4/15/2021,N,0,NA,NA,6/25/2021,N,,,No Plant,
MPG_SR,E,control,0.2,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,Y,8,0.0431,,
MPG_SR,E,control,0.4,9/2/2020,4/15/2021,Y,1,NA,NA,6/24/2021,Y,3,0.0193,,
MPG_SR,E,control,0.6,9/2/2020,4/15/2021,Y,2,NA,NA,6/24/2021,N,,,No Plant,
MPG_SR,E,control,0.8,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,Y,1,0.0085,,
MPG_SR,E,control,1.0,9/2/2020,4/15/2021,Y,1,NA,NA,6/24/2021,N,0,0.0067,Dead,
MPG_SR,E,control,1.2,9/2/2020,4/15/2021,Y,1,NA,NA,6/24/2021,N,0,0.0048,,
MPG_SR,E,control,1.4,9/2/2020,4/15/2021,Y,1,NA,NA,6/24/2021,N,,,No Plant,
MPG_SR,E,control,1.6,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,Y,8,0.0446,,
MPG_SR,E,control,1.8,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,Y,10,0.0451,,
MPG_SR,E,control,2.0,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,Y,9,0.0377,,
MPG_SR,E,control,2.2,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,Y,4,0.0231,,
MPG_SR,E,control,2.4,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,Y,9,0.0609,,
MPG_SR,E,control,2.6,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,Y,2,0.0316,,
MPG_SR,E,control,2.8,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,Y,3,0.0197,,
MPG_SR,E,control,3.0,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,Y,6,0.0331,SMUT,
MPG_SR,E,control,3.2,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,N,,,No Plant,
MPG_SR,E,control,3.4,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,Y,12,0.1227,,
MPG_SR,E,control,3.6,9/2/2020,4/15/2021,Y,2,NA,NA,6/24/2021,Y,9,0.0670,,
MPG_SR,E,control,3.8,9/2/2020,4/15/2021,Y,3,NA,NA,6/24/2021,Y,10,0.0810,,
MPG_SR,E,control,4.0,9/2/2020,4/15/2021,Y,2,NA,NA,6/24/2021,Y,5,0.0238,,
MPG_SR,E,control,4.2,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,Y,22,0.0819,SMUT,
MPG_SR,E,control,4.4,9/2/2020,4/15/2021,N,0,NA,NA,6/24/2021,N,,,No Plant,
MPG_SR,E,control,4.6,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,Y,6,0.0226,,
MPG_SR,E,control,4.8,9/2/2020,4/15/2021,Y,1,NA,NA,6/24/2021,Y,2,0.0160,,
MPG_SR,E,control,5.0,9/2/2020,4/15/2021,Y,3,NA,NA,6/24/2021,N,0,0.0111,Dead,
MPG_SR,E,control,5.2,9/2/2020,4/15/2021,Y,2,NA,NA,6/24/2021,Y,4,0.0203,,
MPG_SR,E,control,5.4,9/2/2020,4/15/2021,N,0,NA,NA,6/24/2021,N,,,No Plant,
MPG_SR,E,control,5.6,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,N,,,No Plant,
MPG_SR,E,control,5.8,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,Y,11,0.0581,,
MPG_SR,E,control,6.0,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,Y,6,0.0333,,
MPG_SR,E,control,6.2,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,Y,6,0.0202,,
MPG_SR,E,control,6.4,9/2/2020,4/15/2021,Y,3,NA,NA,6/24/2021,Y,11,0.0782,,
MPG_SR,E,control,6.6,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,N,,,No Plant,
MPG_SR,E,control,6.8,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,Y,20,0.1110,,
MPG_SR,E,control,7.0,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,N,,,No Plant,
MPG_SR,E,control,7.2,9/2/2020,4/15/2021,N,0,NA,NA,6/24/2021,N,,,No Plant,
MPG_SR,E,control,7.4,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,Y,2,0.0208,,
MPG_SR,E,control,7.6,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,Y,2,0.0296,,
MPG_SR,E,control,7.8,9/2/2020,4/15/2021,Y,2,NA,NA,6/24/2021,N,,,No Plant,
MPG_SR,E,control,8.0,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,N,,,No Plant,
MPG_SR,E,control,8.2,9/2/2020,4/15/2021,Y,2,NA,NA,6/24/2021,N,0,0.0060,,
MPG_SR,E,control,8.4,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,Y,4,0.0263,,
MPG_SR,E,control,8.6,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,Y,4,0.0216,,
MPG_SR,E,control,8.8,9/2/2020,4/15/2021,N,0,NA,NA,6/24/2021,N,,,No Plant,
MPG_SR,E,control,9.0,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,Y,7,0.0355,,
MPG_SR,E,control,9.2,9/2/2020,4/15/2021,Y,3,NA,NA,6/24/2021,N,,,No Plant,
MPG_SR,E,control,9.4,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,N,,,No Plant,
MPG_SR,E,control,9.6,9/2/2020,4/15/2021,Y,2,NA,NA,6/24/2021,Y,11,0.0697,,
MPG_SR,E,control,9.8,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,N,0,0.0187,Dead,
MPG_SR,E,control,10.0,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,Y,7,0.0517,,
MPG_SR,N,control,0.2,9/2/2020,4/15/2021,Y,1,NA,NA,6/24/2021,Y,6,0.0412,,
MPG_SR,N,control,0.4,9/2/2020,4/15/2021,N,0,NA,NA,6/24/2021,N,,,No Plant,
MPG_SR,N,control,0.6,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,Y,4,0.0199,,
MPG_SR,N,control,0.8,9/2/2020,4/15/2021,N,0,NA,NA,6/24/2021,N,,,No Plant,
MPG_SR,N,control,1.0,9/2/2020,4/15/2021,N,0,NA,NA,6/24/2021,N,,,No Plant,
MPG_SR,N,control,1.2,9/2/2020,4/15/2021,N,0,NA,NA,6/24/2021,N,,,No Plant,
MPG_SR,N,control,1.4,9/2/2020,4/15/2021,Y,1,NA,NA,6/24/2021,N,,,No Plant,
MPG_SR,N,control,1.6,9/2/2020,4/15/2021,N,0,NA,NA,6/24/2021,N,,,No Plant,
MPG_SR,N,control,1.8,9/2/2020,4/15/2021,N,0,NA,NA,6/24/2021,N,,,No Plant,
MPG_SR,N,control,2.0,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,N,,,No Plant,
MPG_SR,N,control,2.2,9/2/2020,4/15/2021,N,0,NA,NA,6/24/2021,N,,,No Plant,
MPG_SR,N,control,2.4,9/2/2020,4/15/2021,N,0,NA,NA,6/24/2021,N,,,No Plant,
MPG_SR,N,control,2.6,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,N,0,0.0119,Dead,
MPG_SR,N,control,2.8,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,N,0,0.0092,,
MPG_SR,N,control,3.0,9/2/2020,4/15/2021,N,0,NA,NA,6/24/2021,N,,,No Plant,
MPG_SR,N,control,3.2,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,Y,17,0.0771,,
MPG_SR,N,control,3.4,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,N,0,0.0033,Dead,
MPG_SR,N,control,3.6,9/2/2020,4/15/2021,Y,1,NA,NA,6/24/2021,Y,5,0.0199,,
MPG_SR,N,control,3.8,9/2/2020,4/15/2021,N,0,NA,NA,6/24/2021,N,,,No Plant,
MPG_SR,N,control,4.0,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,Y,8,0.0259,,
MPG_SR,N,control,4.2,9/2/2020,4/15/2021,N,0,NA,NA,6/24/2021,N,0,0.0016,,
MPG_SR,N,control,4.4,9/2/2020,4/15/2021,N,0,NA,NA,6/24/2021,N,,,No Plant,
MPG_SR,N,control,4.6,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,N,0,0.0032,,
MPG_SR,N,control,4.8,9/2/2020,4/15/2021,N,0,NA,NA,6/24/2021,N,,,No Plant,
MPG_SR,N,control,5.0,9/2/2020,4/15/2021,N,0,NA,NA,6/24/2021,N,,,No Plant,
MPG_SR,N,control,5.2,9/2/2020,4/15/2021,N,0,NA,NA,6/24/2021,N,,,No Plant,
MPG_SR,N,control,5.4,9/2/2020,4/15/2021,N,0,NA,NA,6/24/2021,N,,,No Plant,
MPG_SR,N,control,5.6,9/2/2020,4/15/2021,Y,1,NA,NA,6/24/2021,Y,4,0.0176,,
MPG_SR,N,control,5.8,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,Y,6,0.0339,,
MPG_SR,N,control,6.0,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,Y,2,0.0117,,
MPG_SR,N,control,6.2,9/2/2020,4/15/2021,N,0,NA,NA,6/24/2021,N,,,No Plant,
MPG_SR,N,control,6.4,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,N,0,0.0082,,
MPG_SR,N,control,6.6,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,Y,3,0.0135,,
MPG_SR,N,control,6.8,9/2/2020,4/15/2021,N,0,NA,NA,6/24/2021,N,,,No Plant,
MPG_SR,N,control,7.0,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,Y,1,0.0057,,
MPG_SR,N,control,7.2,9/2/2020,4/15/2021,N,0,NA,NA,6/24/2021,N,,,No Plant,
MPG_SR,N,control,7.4,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,N,,,No Plant,
MPG_SR,N,control,7.6,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,Y,6,0.0224,,
MPG_SR,N,control,7.8,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,N,,,No Plant,
MPG_SR,N,control,8.0,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,Y,25,0.1171,,
MPG_SR,N,control,8.2,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,N,,,No Plant,
MPG_SR,N,control,8.4,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,Y,6,0.0446,,
MPG_SR,N,control,8.6,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,Y,4,0.0162,,
MPG_SR,N,control,8.8,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,N,,,No Plant,
MPG_SR,N,control,9.0,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,Y,2,0.0098,,
MPG_SR,N,control,9.2,9/2/2020,4/15/2021,N,0,NA,NA,6/24/2021,N,,,No Plant,
MPG_SR,N,control,9.4,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,N,,,No Plant,
MPG_SR,N,control,9.6,9/2/2020,4/15/2021,N,0,NA,NA,6/24/2021,Y,9,0.0431,,
MPG_SR,N,control,9.8,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,N,,,No Plant,
MPG_SR,N,control,10.0,9/2/2020,4/15/2021,N,0,NA,NA,6/24/2021,N,,,No Plant,
MPG_SR,S,removal,2.2,9/2/2020,4/15/2021,Y,2,NA,NA,6/24/2021,Y,83,0.4296,,
MPG_SR,S,removal,2.4,9/2/2020,4/15/2021,N,0,NA,NA,6/24/2021,N,,,No Plant,
MPG_SR,S,removal,2.6,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,Y,350,2.3759,148 ripe seeds,
MPG_SR,S,removal,2.8,9/2/2020,4/15/2021,N,0,NA,NA,6/24/2021,N,,,No Plant,
MPG_SR,S,removal,3.0,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,N,0,0.0066,,
MPG_SR,S,removal,3.2,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,Y,48,0.2639,,
MPG_SR,S,removal,3.4,9/2/2020,4/15/2021,N,3,NA,NA,6/24/2021,N,,,No Plant,
MPG_SR,S,removal,3.6,9/2/2020,4/15/2021,N,0,NA,NA,6/24/2021,N,,,No Plant,
MPG_SR,S,removal,3.8,9/2/2020,4/15/2021,Y,3,NA,NA,6/24/2021,N,,,No Plant,
MPG_SR,S,removal,4.0,9/2/2020,4/15/2021,N,0,NA,NA,6/24/2021,N,,,No Plant,
MPG_SR,S,removal,4.2,9/2/2020,4/15/2021,N,0,NA,NA,6/24/2021,N,,,No Plant,
MPG_SR,S,removal,4.4,9/2/2020,4/15/2021,Y,4,NA,NA,6/24/2021,Y,244,1.2968,144 ripe seeds,
MPG_SR,S,removal,4.6,9/2/2020,4/15/2021,N,0,NA,NA,6/24/2021,N,,,No Plant,
MPG_SR,S,removal,4.8,9/2/2020,4/15/2021,N,2,NA,NA,6/24/2021,N,,,No Plant,
MPG_SR,S,removal,5.0,9/2/2020,4/15/2021,Y,3,NA,NA,6/24/2021,Y,167,0.7916,64 ripe seeds,
MPG_SR,S,removal,5.2,9/2/2020,4/15/2021,Y,4,NA,NA,6/24/2021,Y,6,0.0306,,
MPG_SR,S,removal,5.4,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,Y,217,8.8648,68 Ripe seeds,
MPG_SR,S,removal,5.6,9/2/2020,4/15/2021,N,0,NA,NA,6/24/2021,N,,,No Plant,
MPG_SR,S,removal,5.8,9/2/2020,4/15/2021,N,0,NA,NA,6/24/2021,N,,,No Plant,
MPG_SR,S,removal,6.0,9/2/2020,4/15/2021,N,0,NA,NA,6/24/2021,N,,,No Plant,
MPG_SR,S,removal,6.2,9/2/2020,4/15/2021,N,0,NA,NA,6/24/2021,N,,,No Plant,
MPG_SR,S,removal,6.4,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,N,,,No Plant,
MPG_SR,S,removal,6.6,9/2/2020,4/15/2021,N,0,NA,NA,6/24/2021,N,,,No Plant,
MPG_SR,S,removal,6.8,9/2/2020,4/15/2021,N,0,NA,NA,6/24/2021,N,,,No Plant,
MPG_SR,S,removal,7.0,9/2/2020,4/15/2021,N,0,NA,NA,6/24/2021,N,,,No Plant,
MPG_SR,W,removal,2.2,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,Y,112,0.7346,72 Ripe seeds,
MPG_SR,W,removal,2.4,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,Y,14,0.0587,,
MPG_SR,W,removal,2.6,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,Y,207,1.1002,,
MPG_SR,W,removal,2.8,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,Y,8,0.0544,,
MPG_SR,W,removal,3.0,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,Y,50,0.2147,SMUT,
MPG_SR,W,removal,3.2,9/2/2020,4/15/2021,Y,2,NA,NA,6/24/2021,N,,,No Plant,
MPG_SR,W,removal,3.4,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,Y,24,0.1008,,
MPG_SR,W,removal,3.6,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,Y,21,0.1321,,
MPG_SR,W,removal,3.8,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,Y,44,0.1283,SMUT,
MPG_SR,W,removal,4.0,9/2/2020,4/15/2021,N,0,NA,NA,6/24/2021,N,,,No Plant,
MPG_SR,W,removal,4.2,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,Y,20,0.0384,SMUT,
MPG_SR,W,removal,4.4,9/2/2020,4/15/2021,N,0,NA,NA,6/24/2021,N,,,No Plant,
MPG_SR,W,removal,4.6,9/2/2020,4/15/2021,N,0,NA,NA,6/24/2021,N,,,No Plant,
MPG_SR,W,removal,4.8,9/2/2020,4/15/2021,N,0,NA,NA,6/24/2021,N,,,No Plant,
MPG_SR,W,removal,5.0,9/2/2020,4/15/2021,N,0,NA,NA,6/24/2021,N,,,No Plant,
MPG_SR,W,removal,5.2,9/2/2020,4/15/2021,Y,1,NA,NA,6/24/2021,Y,44,0.1996,,
MPG_SR,W,removal,5.4,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,Y,14,0.0514,,
MPG_SR,W,removal,5.6,9/2/2020,4/15/2021,N,0,NA,NA,6/24/2021,N,,,No Plant,
MPG_SR,W,removal,5.8,9/2/2020,4/15/2021,N,0,NA,NA,6/24/2021,N,,,No Plant,
MPG_SR,W,removal,6.0,9/2/2020,4/15/2021,N,0,NA,NA,6/24/2021,N,,,No Plant,
MPG_SR,W,removal,6.2,9/2/2020,4/15/2021,N,0,NA,NA,6/24/2021,N,,,No Plant,
MPG_SR,W,removal,6.4,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,Y,86,0.4621,,
MPG_SR,W,removal,6.6,9/2/2020,4/15/2021,Y,1,NA,NA,6/24/2021,Y,28,0.1562,,
MPG_SR,W,removal,6.8,9/2/2020,4/15/2021,N,0,NA,NA,6/24/2021,N,,,No Plant,
MPG_SR,W,removal,7.0,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,N,,,No Plant,
MPG_TH,E,control,0.2,9/2/2020,4/15/2021,Y,3,NA,NA,6/24/2021,Y,8,0.0098,Glumes only - no seeds,
MPG_TH,E,control,0.4,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,Y,3,0.0106,,
MPG_TH,E,control,0.6,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,Y,9,0.0395,,
MPG_TH,E,control,0.8,9/2/2020,4/15/2021,Y,2,NA,NA,6/24/2021,Y,9,0.0452,,
MPG_TH,E,control,1.0,9/2/2020,4/15/2021,Y,1,NA,NA,6/24/2021,N,,,No Plant,
MPG_TH,E,control,1.2,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,N,0,0.0051,Dead,
MPG_TH,E,control,1.4,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,N,,,No Plant,
MPG_TH,E,control,1.6,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,N,0,0.0081,Dead,
MPG_TH,E,control,1.8,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,Y,6,0.0365,,
MPG_TH,E,control,2.0,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,Y,4,0.0125,,
MPG_TH,E,control,2.2,9/2/2020,4/15/2021,Y,1,NA,NA,6/24/2021,Y,4,0.0126,,
MPG_TH,E,control,2.4,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,N,0,0.0040,Dead,
MPG_TH,E,control,2.6,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,Y,4,0.0113,,
MPG_TH,E,control,2.8,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,N,,,No Plant,
MPG_TH,E,control,3.0,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,Y,6,0.0087,Glumes only - No seeds,
MPG_TH,E,control,3.2,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,N,,,No Plant,
MPG_TH,E,control,3.4,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,Y,2,0.0165,,
MPG_TH,E,control,3.6,9/2/2020,4/15/2021,N,0,NA,NA,6/24/2021,N,0,0.0064,Dead,
MPG_TH,E,control,3.8,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,N,,,No Plant,
MPG_TH,E,control,4.0,9/2/2020,4/15/2021,N,0,NA,NA,6/24/2021,N,,,No Plant,
MPG_TH,E,control,4.2,9/2/2020,4/15/2021,N,0,NA,NA,6/24/2021,N,,,No Plant,
MPG_TH,E,control,4.4,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,N,,,No Plant,
MPG_TH,E,control,4.6,9/2/2020,4/15/2021,N,0,NA,NA,6/24/2021,N,,,No Plant,
MPG_TH,E,control,4.8,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,N,0,0.0040,Dead,
MPG_TH,E,control,5.0,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,N,,,No Plant,
MPG_TH,E,control,5.2,9/2/2020,4/15/2021,N,0,NA,NA,6/24/2021,N,,,No Plant,
MPG_TH,E,control,5.4,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,Y,2,0.0074,,
MPG_TH,E,control,5.6,9/2/2020,4/15/2021,N,0,NA,NA,6/24/2021,N,,,No Plant,
MPG_TH,E,control,5.8,9/2/2020,4/15/2021,N,0,NA,NA,6/24/2021,N,,,No Plant,
MPG_TH,E,control,6.0,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,Y,4,0.0065,,
MPG_TH,E,control,6.2,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,Y,2,0.0112,,
MPG_TH,E,control,6.4,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,Y,3,0.0043,Glumes only - No Seeds,
MPG_TH,E,control,6.6,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,Y,4,0.0076,,
MPG_TH,E,control,6.8,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,N,0,0.0011,Dead,
MPG_TH,E,control,7.0,9/2/2020,4/15/2021,Y,1,NA,NA,6/24/2021,N,,,No Plant,
MPG_TH,E,control,7.2,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,N,,,No Plant,
MPG_TH,E,control,7.4,9/2/2020,4/15/2021,N,0,NA,NA,6/24/2021,N,,,No Plant,
MPG_TH,E,control,7.6,9/2/2020,4/15/2021,N,0,NA,NA,6/24/2021,N,,,No Plant,
MPG_TH,E,control,7.8,9/2/2020,4/15/2021,N,0,NA,NA,6/24/2021,N,,,No Plant,
MPG_TH,E,control,8.0,9/2/2020,4/15/2021,N,0,NA,NA,6/24/2021,N,,,No Plant,
MPG_TH,E,control,8.2,9/2/2020,4/15/2021,N,0,NA,NA,6/24/2021,N,0,0.0130,Dead,
MPG_TH,E,control,8.4,9/2/2020,4/15/2021,N,0,NA,NA,6/24/2021,N,,,No Plant,
MPG_TH,E,control,8.6,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,N,,,No Plant,
MPG_TH,E,control,8.8,9/2/2020,4/15/2021,N,0,NA,NA,6/24/2021,N,,,No Plant,
MPG_TH,E,control,9.0,9/2/2020,4/15/2021,N,0,NA,NA,6/24/2021,N,,,No Plant,
MPG_TH,E,control,9.2,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,N,0,0.0180,Dead,
MPG_TH,E,control,9.4,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,Y,4,0.0075,,
MPG_TH,E,control,9.6,9/2/2020,4/15/2021,N,0,NA,NA,6/24/2021,N,,,No Plant,
MPG_TH,E,control,9.8,9/2/2020,4/15/2021,N,0,NA,NA,6/24/2021,N,,,No Plant,
MPG_TH,E,control,10.0,9/2/2020,4/15/2021,N,0,NA,NA,6/24/2021,N,,,No Plant,
MPG_TH,N,removal,2.2,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,Y,58,0.4210,,
MPG_TH,N,removal,2.4,9/2/2020,4/15/2021,Y,3,NA,NA,6/24/2021,Y,10,0.0307,,
MPG_TH,N,removal,2.6,9/2/2020,4/15/2021,Y,2,NA,NA,6/24/2021,Y,14,0.0594,,
MPG_TH,N,removal,2.8,9/2/2020,4/15/2021,Y,5,NA,NA,6/24/2021,Y,42,0.1744,Smut,
MPG_TH,N,removal,3.0,9/2/2020,4/15/2021,N,5,NA,NA,6/24/2021,N,,,No Plant,
MPG_TH,N,removal,3.2,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,Y,9,0.0750,,
MPG_TH,N,removal,3.4,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,Y,11,0.0571,,
MPG_TH,N,removal,3.6,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,Y,18,0.0899,,
MPG_TH,N,removal,3.8,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,Y,8,0.0283,,
MPG_TH,N,removal,4.0,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,Y,22,0.1094,,
MPG_TH,N,removal,4.2,9/2/2020,4/15/2021,N,0,NA,NA,6/24/2021,N,,,No Plant,
MPG_TH,N,removal,4.4,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,Y,25,0.1398,,
MPG_TH,N,removal,4.6,9/2/2020,4/15/2021,Y,1,NA,NA,6/24/2021,Y,30,0.1875,,
MPG_TH,N,removal,4.8,9/2/2020,4/15/2021,Y,1,NA,NA,6/24/2021,Y,24,0.1613,,
MPG_TH,N,removal,5.0,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,Y,10,0.0751,Smut,
MPG_TH,N,removal,5.2,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,Y,33,0.1634,,
MPG_TH,N,removal,5.4,9/2/2020,4/15/2021,Y,2,NA,NA,6/24/2021,Y,23,0.1124,,
MPG_TH,N,removal,5.6,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,Y,13,0.0508,,
MPG_TH,N,removal,5.8,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,Y,18,0.0888,,
MPG_TH,N,removal,6.0,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,N,,,No Plant,
MPG_TH,N,removal,6.2,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,Y,14,0.0608,,
MPG_TH,N,removal,6.4,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,Y,11,0.0601,,
MPG_TH,N,removal,6.6,9/2/2020,4/15/2021,Y,0,NA,NA,6/24/2021,N,,,No Plant,
MPG_TH,N,removal,6.8,9/2/2020,4/15/2021,N,0,NA,NA,6/24/2021,N,,,No Plant,
MPG_TH,N,removal,7.0,9/2/2020,4/15/2021,Y,2,NA,NA,6/24/2021,N,0,0.0140,DEAD,
MPG_TH,S,control,0.2,9/2/2020,4/15/2021,N,0,NA,NA,6/24/2021,N,,,No Plant,
MPG_TH,S,control,0.4,9/2/2020,4/15/2021,Y,5,NA,NA,6/24/2021,Y,8,0.0268,,
MPG_TH,S,control,0.6,9/2/2020,4/15/2021,N,3,NA,NA,6/24/2021,N,,,No Plant,
MPG_TH,S,control,0.8,9/2/2020,4/15/2021,Y,1,NA,NA,6/24/2021,Y,2,0.0060,SMUT,
MPG_TH,S,control,1.0,9/2/2020,4/15/2021,Y,3,NA,NA,6/24/2021,Y,8,0.0160,,
MPG_TH,S,control,1.2,9/2/2020,4/15/2021,N,1,NA,NA,6/24/2021,N,,,No Plant,
MPG_TH,S,control,1.4,9/2/2020,4/15/2021,Y,8,NA,NA,6/24/2021,N,,,No Plant,
MPG_TH,S,control,1.6,9/2/2020,4/15/2021,Y,3,NA,NA,6/24/2021,Y,4,0.0059,,
MPG_TH,S,control,1.8,9/2/2020,4/15/2021,N,0,NA,NA,6/24/2021,N,,,No Plant,
MPG_TH,S,control,2.0,9/2/2020,4/15/2021,N,0,NA,NA,6/24/2021,N,,,No Plant,
